title,reviewer_name,verified_homebuyer,date,location,review_text,total_score,quality,trustworthiness,value,responsiveness
Good overall construction and service,ROCKY S.,Yes,2022-09-21,"El Cajon, CA","Overall, a good buying experience with Shea Homes. I was told of a framed walk-thru, but never happened. Timelines were non-existed or vague. Construction workers and other workers were helpful and very knowledgeable. Location and pricing were excellent. Buying process were a bit chaotic with VIP's being involved in the buying process.",4,4,5,4,5
More options,Santo M.,Yes,2022-09-13,"Indio, CA",The entire process was ok ….If you buy a lot to be build on it make sure that everything is transparently disclose if outlets and other utilities boxes are posted on your front yard …so no surprises at the end ! No to pleased with interior decorator support ! However After Closing the assistance and attention to details received from the house delivery representative Richard is been Outstanding!!!!,4,5,4,4,5
"Great with build, slow with repairs",Benjamin M.,Yes,2022-09-07,"Castle Rock, CO","Shea does a really great job with their new builds. We were surprised how close they stuck to the original schedule despite all of the shortages and supply chain issues. After moving in there were a few issues that have taken a long time to resolve. Our water heater was supposed to have a recirculation pump, for example. 2 months in and the recirculation pump still isn't functioning after multiple visits from plumbers and the customer care team. Overall we're happy despite the minor issues.",4,5,5,4,2
Encanterra,Vince G.,Yes,2022-09-06,"San Tan Valley, AZ","If you are coming to Encanterra I suggest getting Aimee as your sales rep. She was the BEST part of the Shea buying experience. She was incredible to work with. I think all builds are a test in patience. This one was even more so, with supply chain and labor shortages it took a lot longer to build than would be expected. There were probably more issues to deal with than normal as well. Aimee was on top of all of them. Even when we came up with a snag with financing. I wouldn't suggest using Shea financing. But, Aimee stepped up to make things happen here too. She was in it until theend. I wouldn't be here without her. And, I am happy as can be to be here. Ask for Aimee if you get the chance! And welcome to Encanterra!",4,5,4,5,5
Mr,Juan S.,Yes,2022-08-30,"Chula Vista, CA",Excellent experience! Would buy a new home from Shea again,4,4,5,5,5
Abby kept us informed thru out construction and did a great job.,Adam J.,Yes,2022-08-30,"Wickenburg, AZ","A mixed bag some complain about quality and some don’t the TWO common negatives are LATE COMPLETIONS,AND DEFECIENCIES NOT BEING DELT WITH IN A TIMELY MANNER.",4,5,4,4,5
Shea Homes-Trilogy - Salesperson was very responsive.,Patricia F.,Yes,2022-08-30,"Front Royal, VA",Salesperson was very responsive. Overall pleased with the home and the services provided by Shea homes during the building process and first month of occupancy.,4,4,4,4,4
Dave great supervisor !,Bradley P.,Yes,2022-08-23,"Bonney Lake, WA",Enjoyed his attention to buyers need to be informed.,4,4,4,4,5
Shea Homes-Trilogy - Very pleased with the home.,John B.,Yes,2022-08-22,"Rio Verde, AZ",Very pleased with the home. Took a little longer than expected due to supply chain issues. Really nice location with beautiful views. Shea homes-Trilogy builds a quality home at a reasonable price.,4,4,5,5,4
Shea Homes-Trilogy - We found the house to be of very good quality for a nationwide,Anonymous,Yes,2022-08-18,"Nipomo, CA",We found the house to be of very good quality for a nationwide builder. The only negatives were the lottery process for obtaining a lot and Shea Mortgage. The loan process was much too detailed and time consuming for our credit history and amount of down payment. Communication with Shea mortgage has been more difficult once the loan was funded.,4,5,5,4,4
"Shea Homes - Well, it took a very long time to get the house but, it was worth",Louise F.,Yes,2022-08-17,"Camarillo, CA","Well, it took a very long time to get the house but, it was worth the wait. First and foremost, the location is premium! The builder kept many of the older trees and blended water tolerant plants to create an open, green environment The architecture, aligned to Feng Shui principles, reinforces the feeling of harmony and tranquility reflected in the community. Finally, I have to truly say that Philippe's genius matched us with the most delightful neighbors. Wayne and I feel grateful and fortunate to have found our last home. Thank you, Shea,",4,4,5,4,5
Finding Our Forever Home,Jamie C.,Yes,2022-08-12,"OCALA, FL","We started our journey with Shea in May of 2021. First we selected our lot and home model, signed the purchase contract and then spent a full day at the Design Studio to select our options to customize our home. Then the long wait for our home to be built began. Due to the effects of Covid19 on the availability of building materials as well as workers, what was normally a 5 month construction period lasted a bit over a year. Yes, it was frustrating to keep waiting for our closing date but in the end, we were so pleased with how our house turned out. We chose the Declare model and the finalproduct was just as we imagined it. Sure, we noticed a few things that were not perfect but Dawn and the Warranty team are making sure that all issues are being resolved. Thanks Shea for building our Forever Home in this wonderful community of Ocala Preserve.",4,4,4,5,5
Shea Homes-Trilogy - From signing contract to closing the home took 13 months to complete.,William L.,Yes,2022-08-10,"OCALA, FL",From signing contract to closing the home took 13 months to complete. Issue found during construction and walk through was not fixed prior to move in. Dry wall issues are being delayed repairs for one year. Irrigation system is tied into other houses and over watering of lawn has occurred for two months.,4,4,5,5,4
Shea Homes - It would better to each house in the area to have a unique house,Dong D.,Yes,2022-08-04,"Marina, CA",It would better to each house in the area to have a unique house number even the homes are on different streets. There are several homes with the same house numbers. This causes mis-deliveries of packages,4,4,5,5,5
